Date,Year,Paddock,Territory,Nest_ID,Egg_ID,Length,Width,Female,Known_lay_order,Clutch_size,Clutch_size_certain,Picture_eggs,,Comments,,
25-Sep-14,2014,NPB,NPB WC,AA,AA7,52.28,34.27,,,,,,,,,
25-Sep-14,2014,NPB,NPB WC,AA,AA8,52.61,34.55,,,,,,,,,
25-Sep-14,2014,NPB,NPB WC,AA,AA9,51.16,34.78,,,,,,,,,
28-Sep-14,2014,NPB,NPB,AP,AP1,51.21,35.06,,,,,,,,,
28-Sep-14,2014,NPB,NPB,AP,AP2,52.18,35.15,,,,,,,,,
28-Sep-14,2014,SY2,SY2,AK,AK1,50.65,36.66,,,,,,,"PHOTO NOT TAKEN, COOLISH ",,
28-Sep-14,2014,SY2,SY2,AK,AK2,51.56,36.66,,,,,,,,,
28-Sep-14,2014,SY2,SY2,AK,AK3,55.03,35.29,,,,,,,,,
28-Sep-14,2014,CACT,CACT SW,AL,AL16,49.99,36.83,,,,,,,ALL OTHER 15 COOLISH IN NEST,,
28-Sep-14,2014,CACT,CACT SW,AL,AL17,49.65,34.32,,,,,,,,,
28-Sep-14,2014,CACT,CACT SW,AL,AL18,51.73,37.47,,,,,,,,,
28-Sep-14,2014,CACT,CACT SW,AL,AL19,50.64,34.68,,,,,,,,,
28-Sep-14,2014,CACT,CACT S,AM,AM15,57.40,37.34,,,,,,,,,
28-Sep-14,2014,CACT,CACT S,AM,AM16,56.26,37.36,,,,,,,,,
28-Sep-14,2014,CACT,CACT S,AM,AM17,53.84,36.00,,,,,,,,,
,2014,SY2,SY2 NE C,AR,AR1,52.07,37.45,,,,,,,,,
,2014,SY2,SY2 NE C,AR,AR2,51.07,35.29,,,,,,,,,
,2014,SY2,SY2 NE C,AR,AR3,49.33,36.95,,,,,,,,,
,2014,CACT,CACT SW,AL,AL20,47.56,33.35,,,,,,,,,
1-Oct-14,2014,SY2,SY2 NE C,AR,AR4,52.61,36.50,,,,,,,,,
1-Oct-14,2014,SY2,SY2 NE C,AR,AR5,55.32,38.00,,,,,,,,,
4-Oct-14,2014,SY2,SY2 NE C,AR,AR6,51.17,36.67,,,,,,,,,
4-Oct-14,2014,SY2,SY2 NE C,AR,AR7,52.08,36.52,,,,,,,,,
4-Oct-14,2014,CACT,CACT SW,AL,AL21,48.05,32.17,,,,,,,,,
7-Oct-14,2014,NPB,NPB SW,AS,AS1,49.68,37.11,,,,,,,,,
7-Oct-14,2014,NPB,NPB SW,AS,AS2,52.14,35.70,,,,,,,,,
7-Oct-14,2014,NPB,NPB SW,AS,AS3,51.61,36.32,,,,,,,,,
7-Oct-14,2014,NPB,NPB SW,AS,AS4,51.61,35.35,,,,,,,,,
14-Oct-14,2014,SPB,SPB NE,AU,AU1,52.69,37.61,,,,,,,,,
14-Oct-14,2014,SPB,SPB NE,AU,AU2,52.01,37.52,,,,,,,,,
14-Oct-14,2014,SPB,SPB NE,AU,AU3,48.60,37.96,,,,,,,,,
14-Oct-14,2014,SPB,SPB NE,AU,AU4,47.84,38.23,,,,,,,,,
14-Oct-14,2014,SPB,SPB NE,AU,AU5,48.26,38.67,,,,,,,,,
14-Oct-14,2014,SPB,SPB NE,AU,AU6,50.35,38.64,,,,,,,,,
14-Oct-14,2014,SPB,SPB NE,AU,AU7,49.10,38.44,,,,,,,,,
1-Nov-14,2014,CACT,CACT,AX,AX1,53.73,36.99,,,,,,,"PERHAPS SECOND CLUTCH OF NEST B?, GB/NG ON NEST",,
1-Nov-14,2014,CACT,CACT,AX,AX2,52.60,37.83,,,,,,,,,
1-Nov-14,2014,CACT,CACT,AX,AX3,52.48,38.11,,,,,,,,,
1-Nov-14,2014,CACT,CACT,AX,AX4,52.02,37.58,,,,,,,,,
1-Nov-14,2014,CACT,CACT,AX,AX5,51.69,37.26,,,,,,,,,
1-Nov-14,2014,CACT,CACT,AX,AX6,51.40,37.22,,,,,,,,,
2-Nov-14,2014,,,AY,AY1,51.48,35.47,,,,,,,YN/GG UPSET,,
2-Nov-14,2014,,,AY,AY2,50.29,36.78,,,,,,,,,
2-Nov-14,2014,,,AY,AY3,50.84,37.57,,,,,,,,,
2-Nov-14,2014,,,AY,AY4,49.71,37.11,,,,,,,,,
2-Nov-14,2014,,,AY,AY5,50.80,37.16,,,,,,,,,
2-Nov-14,2014,,,AY,AY6,51.41,37.02,,,,,,,,,
2-Nov-14,2014,,,AY,AY7,52.98,36.74,,,,,,,,,
2-Nov-14,2014,,,AY,AY8,54.43,36.79,,,,,,,,,
2-Nov-14,2014,,,AY,AY9,48.66,34.49,,,,,,,,,
2-Nov-14,2014,,,AY,AY10,50.89,36.47,,,,,,,,,
2-Nov-14,2014,,,AY,AY11,50.03,37.38,,,,,,,,,
2-Nov-14,2014,,,AY,AY12,50.98,36.03,,,,,,,,,
2-Nov-14,2014,,,AY,AY13,50.22,36.24,,,,,,,,,
2-Nov-14,2014,,,AY,AY14,50.22,37.07,,,,,,,,,
8-Nov-14,2014,SPB,SPB SW,BA,BA1,62.39,36.74,,,,,,,1-4 IN LOWER NEST AND WARMISH,,
8-Nov-14,2014,SPB,SPB SW,BA,BA2,52.80,36.36,,,,,,,1-4 IN LOWER NEST AND WARMISH,,
8-Nov-14,2014,SPB,SPB SW,BA,BA3,54.19,37.09,,,,,,,1-4 IN LOWER NEST AND WARMISH,,
8-Nov-14,2014,SPB,SPB SW,BA,BA4,50.92,37.27,,,,,,,1-4 IN LOWER NEST AND WARMISH,,
8-Nov-14,2014,SPB,SPB SW,BA,BA5,53.93,34.48,,,,,,,"5-15 IN UPPER NEST, WARM, ADULT SEEN GETTING OFF",,
8-Nov-14,2014,SPB,SPB SW,BA,BA6,57.80,34.68,,,,,,,"5-15 IN UPPER NEST, WARM, ADULT SEEN GETTING OFF",,
8-Nov-14,2014,SPB,SPB SW,BA,BA7,55.96,34.40,,,,,,,"5-15 IN UPPER NEST, WARM, ADULT SEEN GETTING OFF",,
8-Nov-14,2014,SPB,SPB SW,BA,BA8,49.74,38.17,,,,,,,"5-15 IN UPPER NEST, WARM, ADULT SEEN GETTING OFF",,
8-Nov-14,2014,SPB,SPB SW,BA,BA9,51.75,36.66,,,,,,,"5-15 IN UPPER NEST, WARM, ADULT SEEN GETTING OFF",,
8-Nov-14,2014,SPB,SPB SW,BA,BA10,49.67,37.54,,,,,,,"5-15 IN UPPER NEST, WARM, ADULT SEEN GETTING OFF",,
8-Nov-14,2014,SPB,SPB SW,BA,BA11,50.07,37.86,,,,,,,"5-15 IN UPPER NEST, WARM, ADULT SEEN GETTING OFF",,
8-Nov-14,2014,SPB,SPB SW,BA,BA12,49.85,36.56,,,,,,,"5-15 IN UPPER NEST, WARM, ADULT SEEN GETTING OFF",,
8-Nov-14,2014,SPB,SPB SW,BA,BA13,50.97,37.13,,,,,,,"5-15 IN UPPER NEST, WARM, ADULT SEEN GETTING OFF",,
8-Nov-14,2014,SPB,SPB SW,BA,BA14,53.01,36.20,,,,,,,"5-15 IN UPPER NEST, WARM, ADULT SEEN GETTING OFF",,
8-Nov-14,2014,SPB,SPB SW,BA,BA15,48.90,35.47,,,,,,,"5-15 IN UPPER NEST, WARM, ADULT SEEN GETTING OFF",,
8-Nov-14,2014,SPB,SPB,BB,BB1,51.73,36.06,,,,,,,"2ND TRY OF AB? RUNWAY NOTED, 1 VERY VOCAL ADULT AND 3 ADULTS NEARBY",,
8-Nov-14,2014,SPB,SPB,BB,BB2,52.38,36.61,,,,,,,"2ND TRY OF AB? RUNWAY NOTED, 1 VERY VOCAL ADULT AND 3 ADULTS NEARBY",,
8-Nov-14,2014,SPB,SPB,BB,BB3,51.26,37.87,,,,,,,"2ND TRY OF AB? RUNWAY NOTED, 1 VERY VOCAL ADULT AND 3 ADULTS NEARBY",,
8-Nov-14,2014,SPB,SPB,BB,BB4,51.89,36.05,,,,,,,"2ND TRY OF AB? RUNWAY NOTED, 1 VERY VOCAL ADULT AND 3 ADULTS NEARBY",,
9-Nov-14,2014,SPB,SPB SW,BA,BA16,50.45,36.80,,,,,,,,,
10-Nov-14,2014,SPB,SPB SW,BA,BA17,52.96,36.23,,,,,,,,,
11-Nov-14,2014,NPB,NPB,BC,BC1,50.50,35.03,,,,,,,2ND CLUTCH OF NEST N?,,
11-Nov-14,2014,NPB,NPB,BC,BC2,50.48,36.75,,,,,,,,,
11-Nov-14,2014,NPB,NPB,BC,BC3,49.40,36.00,,,,,,,,,
11-Nov-14,2014,NPB,NPB,BC,BC4,52.07,38.23,,,,,,,,,
11-Nov-14,2014,NPB,NPB,BC,BC5,51.83,37.21,,,,,,,,,
11-Nov-14,2014,NPB,NPB,BC,BC6,50.27,37.52,,,,,,,"OUT OF NEST COLD AND PUNCHED IN, TAKEN FOR SAMPLING",,
11-Nov-14,2014,NPB,NPB,BD,BD1,50.93,35.32,,,,,,,,,
11-Nov-14,2014,NPB,NPB,BD,BD2,52.85,35.95,,,,,,,,,
11-Nov-14,2014,NPB,NPB,BD,BD3,52.52,34.83,,,,,,,"4TH EGG OF CLUTCH PUNCHED IN BADLY, NOTHING TO SAVE",,
25-Nov-14,2014,NPB,NPB,BE,BE1,49.18,33.82,,,,,,,,,
25-Nov-14,2014,NPB,NPB,BE,BE2,50.82,35.78,,,,,,,,,
25-Nov-14,2014,NPB,NPB,BE,BE3,51.24,35.62,,,,,,,,,
25-Nov-14,2014,NPB,NPB,BE,BE4,56.47,34.77,,,,,,,,,
25-Nov-14,2014,NPB,NPB,BE,BE5,51.09,37.49,,,,,,,,,
25-Nov-14,2014,NPB,NPB,BE,BE6,51.33,35.65,,,,,,,,,
25-Nov-14,2014,NPB,NPB,BE,BE7,51.40,36.20,,,,,,,,,
25-Nov-14,2014,NPB,NPB,BE,BE8,51.22,35.76,,,,,,,,,
25-Nov-14,2014,NPB,NPB,BE,BE9,51.32,35.90,,,,,,,,,
25-Nov-14,2014,NPB,NPB,BE,BE10,52.90,36.52,,,,,,,,,
25-Nov-14,2014,NPB,NPB,BE,BE11,52.04,35.04,,,,,,,,,
25-Nov-14,2014,NPB,NPB,BE,BE12,51.85,35.38,,,,,,,OUT OF NEST COLD AND COLLECTED,,
2-Dec-14,2014,NCST,NCST,BH,BH1,53.05,36.97,,,,,,,,,
2-Dec-14,2014,NCST,NCST,BH,BH2,50.52,36.26,,,,,,,,,
2-Dec-14,2014,NCST,NCST,BH,BH3,52.68,37.00,,,,,,,2ND CLUTCH FROM NEST R?,,
3-Dec-14,2014,SY2,SY2,BI,BI2,52.57,35.30,,,,,,,WHERE'S BI 1?,,
3-Dec-14,2014,SY2,SY2,BI,BI3,52.34,36.45,,,,,,,,,
3-Dec-14,2014,SY2,SY2,BI,BI4,51.20,36.03,,,,,,,,,
3-Dec-14,2014,SY2,SY2,BI,BI5,53.30,35.83,,,,,,,,,
3-Dec-14,2014,SY2,SY2,BI,BI6,51.81,35.34,,,,,,,,,
3-Dec-14,2014,SY2,SY2,BI,BI7,51.06,35.26,,,,,,,,,
3-Dec-14,2014,SY2,SY2,BJ,BJ3,50.48,37.64,,,,,,,,,
3-Dec-14,2014,SY2,SY2,BJ,BJ4,54.28,36.46,,,,,,,,,
3-Dec-14,2014,SY2,SY2,BJ,BJ5,50.76,37.13,,,,,,,BJ6 SMUSHED AND TAKEN,,
03-Sep-15,2015,SY1,SY1 CN,B,B1,48.82,35.85,,,6,,,,,,
03-Sep-15,2015,SY1,SY1 CN,B,B2,48.84,35.89,,,6,,,,,,
03-Sep-15,2015,SY1,SY1 CN,B,B3,52.91,35.65,,,6,,,,,,
03-Sep-15,2015,SY1,SY1 CN,B,B4,55.18,39.44,,,6,,,,,,
03-Sep-15,2015,SY1,SY1 CN,B,B5,51.57,37.36,,,6,,,,,,
03-Sep-15,2015,SY1,SY1 CN,B,B6,53.85,38.85,,,6,,,,,,
03-Sep-15,2015,SY2,SY2 N,C,C1,55.38,38.94,,,7,,,,,,
03-Sep-15,2015,SY2,SY2 N,C,C2,52.08,37.39,,,7,,,,,,
03-Sep-15,2015,SY2,SY2 N,C,C3,58.58,37.58,,,7,,,,,,
03-Sep-15,2015,SY2,SY2 N,C,C4,52.57,37.16,,,7,,,,,,
03-Sep-15,2015,SY2,SY2 N,C,C5,52.46,37.52,,,7,,,,,,
03-Sep-15,2015,SY2,SY2 N,C,C6,51.15,36.66,,,7,,,,,,
03-Sep-15,2015,SY2,SY2 N,C,C7,56.43,37.89,,,7,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D1,50.3,37.71,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D10,50.14,35.31,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D11,51.02,37.76,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D12,52.44,38.81,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D13,51.63,35.88,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D14,50.35,38.91,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D15,50.69,37.91,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D16,52.75,38.36,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D17,51.91,35.19,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D2,51.81,38.24,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D3,51.93,37.78,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D4,52.92,37.14,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D5,50.47,36.29,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D6,50.35,37.78,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D7,50.5,36.49,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D8,52.98,36.38,,,17,,,,,,
05-Sep-15,2015,SY2 ,SY2 NW,D,D9,51.27,38.03,,,17,,,,,,
05-Sep-15,2015,RF,RF NW,F,F1,54.2,37.48,,,7,,,,,,
05-Sep-15,2015,RF,RF NW,F,F2,51.2,37.61,,,7,,,,,,
05-Sep-15,2015,RF,RF NW,F,F3,52.73,35.94,,,7,,,,,,
05-Sep-15,2015,RF,RF NW,F,F4,50.76,37.21,,,7,,,,,,
05-Sep-15,2015,RF,RF NW,F,F5,54.67,36.25,,,7,,,,,,
05-Sep-15,2015,RF,RF NW,F,F6,54.61,34.32,,,7,,,,,,
05-Sep-15,2015,RF,RF NW,F,F7,54.63,36.79,,,7,,,,,,
05-Sep-15,2015,RF,RF NNW,G,G1,51.86,37.03,,,7,,,,,,
05-Sep-15,2015,RF,RF NNW,G,G2,52.85,37.49,,,7,,,,,,
05-Sep-15,2015,RF,RF NNW,G,G3,53.57,37.53,,,7,,,,,,
05-Sep-15,2015,RF,RF NNW,G,G4,54.08,38.03,,,7,,,,,,
05-Sep-15,2015,RF,RF NNW,G,G5,54.79,37.13,,,7,,,,,,
05-Sep-15,2015,RF,RF NNW,G,G6,53.93,36.88,,,7,,,,,,
05-Sep-15,2015,RF,RF NNW,G,G7,53.31,36.92,,,7,,,,,,
05-Sep-15,2015,RF ,RF NE,H,H1,49.47,37.85,,,3,,,,,,
05-Sep-15,2015,RF ,RF NE,H,H2,47.58,36.98,,,3,,,,,,
05-Sep-15,2015,RF ,RF NE,H,H3,51.17,36.38,,,3,,,,,,
05-Sep-15,2015,RF ,RF SE,I,I1,54.88,38.09,,,4,,,,,,
05-Sep-15,2015,RF ,RF SE,I,I2,52.21,38.79,,,4,,,,,,
05-Sep-15,2015,RF ,RF SE,I,I3,55.78,38.29,,,4,,,,,,
05-Sep-15,2015,RF ,RF SE,I,I4,51.49,37.43,,,4,,,,,,
05-Sep-15,2015,NCST ,NCST SE,J,J1,51.18,37.41,,,6,,,,,,
05-Sep-15,2015,NCST ,NCST SE,J,J2,53.86,36.7,,,6,,,,,,
05-Sep-15,2015,NCST ,NCST SE,J,J3,51.67,36.79,,,6,,,,,,
05-Sep-15,2015,NCST ,NCST SE,J,J4,53.22,37.08,,,6,,,,,,
05-Sep-15,2015,NCST ,NCST SE,J,J5,53.64,37.22,,,6,,,,,,
05-Sep-15,2015,NCST ,NCST SE,J,J6,52.53,37.51,,,6,,,,,,
05-Sep-15,2015,NCST ,NCST ESE,K,K1,55.15,35.53,,,9,,,,,,
05-Sep-15,2015,NCST ,NCST ESE,K,K2,54.88,34.84,,,9,,,,,,
05-Sep-15,2015,NCST ,NCST ESE,K,K3,52.82,35.61,,,9,,,,,,
05-Sep-15,2015,NCST ,NCST ESE,K,K4,53.57,34.41,,,9,,,,,,
05-Sep-15,2015,NCST ,NCST ESE,K,K5,52.63,35.88,,,9,,,,,,
05-Sep-15,2015,NCST ,NCST ESE,K,K6,53.26,35.31,,,9,,,,,,
05-Sep-15,2015,NCST ,NCST ESE,K,K7,49.21,35.28,,,9,,,,,,
05-Sep-15,2015,NCST ,NCST ESE,K,K8,54.82,35.03,,,9,,,,,,
05-Sep-15,2015,NCST ,NCST ESE,K,K9,59.93,38.92,,,9,,,,,,
05-Sep-15,2015,NPB ,NPB W,L,L1,52.69,37.17,,,10,,,,,,
05-Sep-15,2015,NPB ,NPB W,L,L10,49.4,36.94,,,10,,,,,,
05-Sep-15,2015,NPB ,NPB W,L,L2,53.72,36.36,,,10,,,,,,
05-Sep-15,2015,NPB ,NPB W,L,L3,53.72,36.79,,,10,,,,,,
05-Sep-15,2015,NPB ,NPB W,L,L4,51.51,36.68,,,10,,,,,,
05-Sep-15,2015,NPB ,NPB W,L,L5,51.73,36.66,,,10,,,,,,
05-Sep-15,2015,NPB ,NPB W,L,L6,54.05,36.45,,,10,,,,,,
05-Sep-15,2015,NPB ,NPB W,L,L7,53.36,37.71,,,10,,,,,,
05-Sep-15,2015,NPB ,NPB W,L,L8,50.66,37.16,,,10,,,,,,
05-Sep-15,2015,NPB ,NPB W,L,L9,53.58,37.65,,,10,,,,,,
05-Sep-15,2015,NPB ,NPB SE,M,M1,48.58,35.9,,,8,,,,,,
05-Sep-15,2015,NPB ,NPB SE,M,M2,48.84,37.15,,,8,,,,,,
05-Sep-15,2015,NPB ,NPB SE,M,M3,51.5,34.63,,,8,,,,,,
05-Sep-15,2015,NPB ,NPB SE,M,M4,49.58,36.23,,,8,,,,,,
05-Sep-15,2015,NPB ,NPB SE,M,M5,50.46,36.28,,,8,,,,,,
05-Sep-15,2015,NPB ,NPB SE,M,M6,53.31,37.48,,,8,,,,,,
05-Sep-15,2015,NPB ,NPB SE,M,M7,53.48,36.45,,,8,,,,,,
05-Sep-15,2015,NPB ,NPB SE,M,M8,49.64,37.25,,,8,,,,,,
06-Sep-15,2015,SPB ,SPB E,O,O1,52.3,35.87,,,6,,,,,,
06-Sep-15,2015,SPB ,SPB E,O,O2,50.32,36.72,,,6,,,,,,
06-Sep-15,2015,SPB ,SPB E,O,O3,53.63,36.37,,,6,,,,,,
06-Sep-15,2015,SPB ,SPB E,O,O4,53.15,36.9,,,6,,,,,,
06-Sep-15,2015,SPB ,SPB E,O,O5,51.69,35.6,,,6,,,,,,
06-Sep-15,2015,SPB ,SPB E,O,O6,49.93,35.91,,,6,,,,,,
09-Sep-15,2015,SPB ,SPB SSW,P,P1,54.12,35.97,,,6,,,,not super confident on the date of the 9th,,
09-Sep-15,2015,SPB ,SPB SSW,P,P2,53.72,36.65,,,6,,,,,,
09-Sep-15,2015,SPB ,SPB SSW,P,P3,52.67,35.95,,,6,,,,,,
09-Sep-15,2015,SPB ,SPB SSW,P,P4,52.68,35.02,,,6,,,,,,
09-Sep-15,2015,SPB ,SPB SSW,P,P5,53.08,35.98,,,6,,,,,,
09-Sep-15,2015,SPB ,SPB SSW,P,P6,54.35,35.37,,,6,,,,,,
07-Sep-15,2015,WSHP ,WSHP N,Q,Q1,52.42,36.05,,,5,,,,,,
07-Sep-15,2015,WSHP ,WSHP N,Q,Q2,53.45,36.3,,,5,,,,,,
07-Sep-15,2015,WSHP ,WSHP N,Q,Q3,51.25,37.37,,,5,,,,,,
07-Sep-15,2015,WSHP ,WSHP N,Q,Q4,49.72,35.34,,,5,,,,,,
07-Sep-15,2015,WSHP ,WSHP N,Q,Q5,49.81,36.29,,,5,,,,,,
07-Sep-15,2015,WSHD,WSHD E,T,T1,55.015,37.19,,,11,,,,,,
08-Sep-15,2015,NPB,NPB SW,U,U1,50.29,36.44,,,12,,,,,,
08-Sep-15,2015,NPB,NPB SW,U,U10,47.94,36.21,,,12,,,,,,
08-Sep-15,2015,NPB,NPB SW,U,U11,48.52,36.27,,,12,,,,,,
08-Sep-15,2015,NPB,NPB SW,U,U2,50.28,36.94,,,12,,,,,,
08-Sep-15,2015,NPB,NPB SW,U,U3,49.4,35.79,,,12,,,,,,
08-Sep-15,2015,NPB,NPB SW,U,U4,50.01,35.81,,,12,,,,,,
08-Sep-15,2015,NPB,NPB SW,U,U5,50.04,34.74,,,12,,,,,,
08-Sep-15,2015,NPB,NPB SW,U,U6,51.25,36.51,,,12,,,,,,
08-Sep-15,2015,NPB,NPB SW,U,U7,48.85,34.25,,,12,,,,,,
08-Sep-15,2015,NPB,NPB SW,U,U8,49.34,34.81,,,12,,,,,,
08-Sep-15,2015,NPB,NPB SW,U,U9,48.43,36.94,,,12,,,,,,
08-Sep-15,2015,NPB ,NPB E,V,V1,49.68,36.55,,,5,,,,,,
08-Sep-15,2015,NPB ,NPB E,V,V2,48.25,36.44,,,5,,,,,,
08-Sep-15,2015,NPB ,NPB E,V,V3,54.1,36.98,,,5,,,,,,
08-Sep-15,2015,NPB ,NPB E,V,V4,52.33,37.45,,,5,,,,,,
08-Sep-15,2015,NPB ,NPB E,V,V5,49.69,37.1,,,5,,,,,,
08-Sep-15,2015,SPB ,SPB SW,W,W1,54.38,39.5,,,7,,,,,,
08-Sep-15,2015,SPB ,SPB SW,W,W2,51.01,36.43,,,7,,,,,,
08-Sep-15,2015,SPB ,SPB SW,W,W3,54.04,35.18,,,7,,,,,,
08-Sep-15,2015,SPB ,SPB SW,W,W4,54.15,38.98,,,7,,,,,,
08-Sep-15,2015,SPB ,SPB SW,W,W5,54.62,38.93,,,7,,,,,,
08-Sep-15,2015,SPB ,SPB SW,W,W6,56.16,38.17,,,7,,,,,,
08-Sep-15,2015,SPB ,SPB SW,W,W7,55.95,37.33,,,7,,,,,,
09-Sep-15,2015,SPB,SPB SSW,X,X1,53.87,38.15,,,11,,,,,,
09-Sep-15,2015,SPB,SPB SSW,X,X10,53.38,34.71,,,11,,,,,,
09-Sep-15,2015,SPB,SPB SSW,X,X11,54.57,35.73,,,11,,,,,,
09-Sep-15,2015,SPB,SPB SSW,X,X2,51.85,35.53,,,11,,,,,,
09-Sep-15,2015,SPB,SPB SSW,X,X3,52.41,38.61,,,11,,,,,,
09-Sep-15,2015,SPB,SPB SSW,X,X4,53.44,37.9,,,11,,,,,,
09-Sep-15,2015,SPB,SPB SSW,X,X5,51.42,36.48,,,11,,,,,,
09-Sep-15,2015,SPB,SPB SSW,X,X6,52.01,37.46,,,11,,,,,,
09-Sep-15,2015,SPB,SPB SSW,X,X7,51.46,35.58,,,11,,,,,,
09-Sep-15,2015,SPB,SPB SSW,X,X8,52.36,36.69,,,11,,,,,,
09-Sep-15,2015,SPB,SPB SSW,X,X9,54.44,37.46,,,11,,,,,,
08-Sep-15,2015,SPB ,SPB SE,Y,Y1,53.26,38.77,,,5,,,,,,
08-Sep-15,2015,SPB ,SPB SE,Y,Y2,53.66,39.14,,,5,,,,,,
08-Sep-15,2015,SPB ,SPB SE,Y,Y3,54.23,38.62,,,5,,,,,,
08-Sep-15,2015,SPB ,SPB SE,Y,Y4,51.45,39.2,,,5,,,,,,
08-Sep-15,2015,SPB ,SPB SE,Y,Y5,53.38,38.6,,,5,,,,,,
08-Sep-15,2015,SPB ,SPB E,Z,Z1,52.07,37.61,,,4,,,,,,
08-Sep-15,2015,SPB ,SPB E,Z,Z4,53.08,37.73,,,4,,,,,,
09-Sep-15,2015,SPB ,SPB E,Z,Z2,52.78,38,,,4,,,,,,
10-Sep-15,2015,SPB ,SPB E,Z,Z3,53.5,37.8,,,4,,,,,,
11-Sep-15,2015,SPB,SPB S,AA,AA1,49.3,37.48,,,5,,,,,,
11-Sep-15,2015,SPB,SPB S,AA,AA2,48.08,36.2,,,5,,,,,,
11-Sep-15,2015,SPB,SPB S,AA,AA3,50.17,37.26,,,5,,,,,,
11-Sep-15,2015,SPB,SPB S,AA,AA4,47.85,37.69,,,5,,,,,,
11-Sep-15,2015,SPB,SPB S,AA,AA5,48.22,37.54,,,5,,,,,,
12-Sep-15,2015,HAY3,HAY3 NC,AB,AB1,52.8,36.92,,,1,,,,,,
12-Sep-15,2015,WSHD,WSHD E,T,T2,52.23,36.45,,,11,,,,,,
12-Sep-15,2015,WSHD,WSHD E,T,T3,55.31,37.6,,,11,,,,,,
12-Sep-15,2015,WSHD,WSHD E,T,T4,56.86,36.95,,,11,,,,,,
12-Sep-15,2015,WSHD,WSHD E,T,T5,47.64,37.01,,,11,,,,,,
12-Sep-15,2015,WSHD,WSHD E,T,T6,50.84,37.52,,,11,,,,,,
12-Sep-15,2015,NPB,NPB SW,U,U12,47.77,35.13,,,12,,,,,,
14-Sep-15,2015,SPB ,SPB SSW,P,P8,52.94,35.7,,,,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD1,54.14,36.91,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD10,56.45,38.03,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD11,51.35,34.8,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD12,52.91,36.11,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD13,55.62,36.56,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD14,51.36,35.32,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD15,50.06,37.85,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD16,54.93,37.14,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD17,55.98,37.62,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD18,56.34,37.86,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD19,50.62,35.59,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD2,55.85,37.91,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD20,56.57,37.46,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD21,56.38,38.2,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD3,55.76,35.99,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD4,54.9,37.29,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD5,56.06,38.4,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD6,50.5,36.21,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD7,55.18,37.64,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD8,53.4,35.64,,,20,,,,,,
14-Sep-15,2015,CACT,CACT SC,AD,AD9,55.17,35.69,,,20,,,,,,
15-Sep-15,2015,SY1 ,SY1 NW,E,E1,53.85,36.05,,,8,,,,,,
15-Sep-15,2015,SY1 ,SY1 NW,E,E2,54.46,36.79,,,8,,,,,,
15-Sep-15,2015,SY1 ,SY1 NW,E,E3,52.31,37.77,,,8,,,,,,
15-Sep-15,2015,SY1 ,SY1 NW,E,E4,50.75,37.7,,,8,,,,,,
15-Sep-15,2015,SY1 ,SY1 NW,E,E5,55.01,38.37,,,8,,,,,,
